-5.875	-2.5
-5.7875	-2.
-5.7	-1.5
-5.6125	-1.
-5.525	-0.5
-5.4375	0.
-5.35	0.5
-5.2625	1.
-5.175	1.5
-5.0875	2.
-5.	2.5
-5.	2.5
-4.9125	2.
-4.825	1.5
-4.7375	1.
-4.65	0.5
-4.5625	0.
-4.475	-0.5
-4.3875	-1.
-4.3	-1.5
-4.2125	-2.
-4.125	-2.5
-5.21875	0.
-5.	0.
-4.78125	0.
-3.375	-2.5
-3.375	-2.
-3.375	-1.5
-3.375	-1.
-3.375	-0.5
-3.375	0.
-3.375	0.5
-3.375	1.
-3.375	1.5
-3.375	2.
-3.375	2.5
-3.2875	2.
-3.2	1.5
-3.1125	1.
-3.025	0.5
-2.9375	0.
-2.85	-0.5
-2.7625	-1.
-2.675	-1.5
-2.5875	-2.
-2.5	-2.5
-2.4125	-2.
-2.325	-1.5
-2.2375	-1.
-2.15	-0.5
-2.0625	0.
-1.975	0.5
-1.8875	1.
-1.8	1.5
-1.7125	2.
-1.625	2.5
-1.625	-2.5
-1.625	-2.
-1.625	-1.5
-1.625	-1.
-1.625	-0.5
-1.625	0.
-1.625	0.5
-1.625	1.
-1.625	1.5
-1.625	2.
-0.65625	2.490195927061527
-0.4375	2.4603072956898178
-0.21875	2.4087810136086976
0.	2.332531754730548
0.21875	2.2257809372497497
0.4375	2.0767972847076845
0.65625	1.8551536478449089
0.875	1.25
-0.65625	0.009804072938473185
-0.4375	0.039692704310182236
-0.21875	0.09121898639130266
0.	0.1674682452694518
0.21875	0.2742190627502503
0.4375	0.42320271529231546
0.65625	0.6448463521550911
-0.875	-2.5
-0.875	-2.
-0.875	-1.5
-0.875	-1.
-0.875	-0.5
-0.875	0.
-0.875	0.5
-0.875	1.
-0.875	1.5
-0.875	2.
-0.875	2.5
0.	0.
0.14583333333333334	-0.4166666666666667
0.2916666666666667	-0.8333333333333334
0.4375	-1.25
0.5833333333333334	-1.6666666666666667
0.7291666666666666	-2.0833333333333335
0.875	-2.5
3.75	-1.25
3.688820645368942	-0.8637287570313157
3.511271242968684	-0.5152684346344085
3.2347315653655917	-0.23872875703131569
2.886271242968684	-0.06117935463105817
2.5	0.
2.113728757031316	-0.06117935463105817
1.7652684346344085	-0.23872875703131569
1.4887287570313157	-0.5152684346344085
1.3111793546310582	-0.8637287570313157
1.25	-1.25
1.3111793546310582	-1.6362712429686843
1.4887287570313157	-1.9847315653655915
1.7652684346344085	-2.261271242968684
2.113728757031316	-2.438820645368942
2.5	-2.5
2.886271242968684	-2.438820645368942
3.2347315653655917	-2.261271242968684
1.75	-1.25
2.25	-1.25
2.75	-1.25
3.25	-1.25
4.125	-2.5
4.284090909090909	-2.0454545454545454
4.443181818181818	-1.5909090909090908
4.6022727272727275	-1.1363636363636365
4.761363636363637	-0.6818181818181818
4.920454545454546	-0.22727272727272727
5.079545454545454	0.22727272727272727
5.238636363636363	0.6818181818181818
5.3977272727272725	1.1363636363636365
5.556818181818182	1.5909090909090908
5.715909090909091	2.0454545454545454
5.875	2.5
4.125	2.5
4.284090909090909	2.0454545454545454
4.443181818181818	1.5909090909090908
4.6022727272727275	1.1363636363636365
4.761363636363637	0.6818181818181818
4.920454545454546	0.22727272727272727
5.079545454545454	-0.22727272727272727
5.238636363636363	-0.6818181818181818
5.3977272727272725	-1.1363636363636365
5.556818181818182	-1.5909090909090908
5.715909090909091	-2.0454545454545454
5.875	-2.5
